https://tile.googleapis.com:443/v1/3dtiles/datasets/CgIYAQ/files/AJVsH2xhwgue17lA_5D9gFHhQOafGKm_JHm-RqLdB66De8YdQlmQsLPivE1p25ivCdmVMD9HHirKnEBYkC0gozu1beBZ3c-rVneVy5XqwViLbg_8IP0ITw8qhhnaJu6CLtuecFW19irqSjq2O90MUgyqIrG9.glb,-408.0625,12.36778,231.0313,0.3250965,0.2959122,0.604603,-0.6642315,1,1,1
https://tile.googleapis.com:443/v1/3dtiles/datasets/CgIYAQ/files/AJVsH2wr_hL_50pDOcJN3vnRyYRTn6kMr2IhXMoGQb8E8OmBnSHP-sj13AQCSBjTf2x89PrnidEL4cDM-8kBdDQUdphmS4k24V73GxaSJk6m4hSVC3p2zvz4YZDUSq5VKcI-JzIh9O8vOlRQKVFcFpUAgsYw.glb,-408.0625,12.22421,154.5938,0.3250925,0.2959087,0.6046048,-0.6642335,1,1,1
https://tile.googleapis.com:443/v1/3dtiles/datasets/CgIYAQ/files/AJVsH2xDwRaxsMIpgvkQ2UKklk0LlasuGyqf0QoNVx18LpKFBc9t_5-prMVAPd4L49izGuArn8i44dA1A0L4SOYvn3KyEtdpGhN9IS5Y5AF36MCW-tddL1ShufOJm-iQuSXZGvqzZ7s2WM01TdWOWeOhZ9ju.glb,-314.0469,12.2562,231.1563,0.3251,0.2959084,0.6045951,-0.6642388,1,1,1
https://tile.googleapis.com:443/v1/3dtiles/datasets/CgIYAQ/files/AJVsH2wL_ydTewUe9uQ_B77BYCAegVc9nRYKAo10gvwyFAPXNVUQXf1mpcd9vkfmSiiS5Mozs8hDYX4CUKKoe7Ub0s5mjEqI6GEQEP--17FHZSc1yNtBgm78BhkTiClS1ABMgYpfdH2jEc_diD-XkbSVG-Bf.glb,-220.0781,12.29691,231.0938,0.3251036,0.2959045,0.6045871,-0.664246,1,1,1
https://tile.googleapis.com:443/v1/3dtiles/datasets/CgIYAQ/files/AJVsH2z6vwU2z-os2vKChbnzMe_v_iGgZMQMAdpuT36rJNWw5WyOJYlvEPY8iOz9CAvuonTAX67Vr7ZvVOW9EE_IJx6yrRaV6_sjZIK5SqgSy-7oKr81Zj5U2NUdl9z8fbHospBBmh4XddM7YAVL3eAuG43O.glb,-408.0313,12.35957,307.625,0.3251005,0.2959159,0.6046012,-0.6642296,1,1,1
https://tile.googleapis.com:443/v1/3dtiles/datasets/CgIYAQ/files/AJVsH2w63_B-kyRpzBzYyGMnwuEVUDN4vQoa45gjVf3WmKrpXvSH9qPaYwQ8sSzIRV_cTdZvAlI7rOiBh33sxRSmfRkTl42a8Iez5V5GCiAVKes9NieuGB79yYBwBePXQLkgSUgyvd0uY71q0IXLK9eY8zr2.glb,249.7813,12.37026,231,0.3251213,0.295885,0.6045472,-0.6642823,1,1,1
https://tile.googleapis.com:443/v1/3dtiles/datasets/CgIYAQ/files/AJVsH2wzEQfvJ6PDqxR8oik4iaynViUU7FrjPmV-yUg5aOuFCdhkWDZdikn-peKQwWCAUWTIdF_G_Xi0W61Oy_jLxNNCjouK2LyRfo_vFyTDnb9HQURTe9NaFNl9ZUEC_G7VM3Ki7frHWkChQT5VvcArOws2.glb,343.7656,12.27748,154.5313,0.3251209,0.2958775,0.6045411,-0.6642914,1,1,1
https://tile.googleapis.com:443/v1/3dtiles/datasets/CgIYAQ/files/AJVsH2wW0L3vEBwSj6_aFgTiC8BQhnFqw6eo-AxL5xpekO08MQuuePISAZmzg9aIbPxwShNIZub83MXc2d8Jd71jr_ieWXveXgLLXFXIcfT14DqABAuW0nNc1QDZrW_zBiI8gZu6VijSkjQhumjbIQx7-s4S.glb,-314.0781,12.39889,307.5938,0.325104,0.2959119,0.6045932,-0.6642368,1,1,1
https://tile.googleapis.com:443/v1/3dtiles/datasets/CgIYAQ/files/AJVsH2wWQnwy5RoN1LqXCXT3zcEIMvXnnGHgSTQNR7nIag5-AEquxm1POqbJQ5-J5lyFifUJjedw82n1MDD7GgYzN4k2Mgn8F5JkQKP20w9Wj0_cURGexOqmK7mgC_82hODkdLClJ5nRDxUpHp5LxBkfTDxZ.glb,132.3125,30.40996,-132.0313,0.3250979,0.2958727,0.6045656,-0.6642824,1,1,1
https://tile.googleapis.com:443/v1/3dtiles/datasets/CgIYAQ/files/AJVsH2wi8I4zN5ic2ntWJGurHu95K50DYbOCHdubH1Iq7LB-NSELW2UywCyoB8zGNwjC_tqxicTL1Izw4ubUG2JfmBWAvV-lsR1qXrE3FZ5IC1Tky18SiqBVLXeENuEakeoaYZzqDcB7XpFNpn6jECzK0_DI.glb,179.3125,30.35707,-131.9688,0.3250997,0.2958708,0.6045617,-0.664286,1,1,1
https://tile.googleapis.com:443/v1/3dtiles/datasets/CgIYAQ/files/AJVsH2zlinPckKntHb6lBF-q5q2jyKXOR2VmP5PZzyNWk3GxxzQxPItesmPIKk6yMepZhcRReTBAsCm4fQo7wT3eahHPni8TvLzZ32eUHVicqgVJhUSC9GBDQYELNZRLy-pCevM8K6ApTwUcwlad0Xzq-vn7.glb,179.3125,-5.859915,-131.7813,0.3250997,0.2958708,0.6045617,-0.664286,1,1,1
https://tile.googleapis.com:443/v1/3dtiles/datasets/CgIYAQ/files/AJVsH2yZyQ1eaGMldNHrQ4vJHoSX4rqyowBxnnZZ1MW5XCTJn31Hb8QO10l0n2VKkUztM8FY7SSY3rIy6wQireo4LrYW1pP-XTfY1f_TG8SdEDvxR6TeXqfnP6DenG-bMUIDgurcK-P_j7n-gFTadLhX4bhw.glb,-502.0313,12.18627,154.6563,0.3250889,0.2959125,0.6046127,-0.6642262,1,1,1
https://tile.googleapis.com:443/v1/3dtiles/datasets/CgIYAQ/files/AJVsH2xD57bnsre3p5qXUWGV6hM98G2GGvPGFqSoM3P7VIqG4VoclQmQk3Dk77XumkK0PDPmiKa4ozmRHKnqnozqqsEAwS4AjMFjF2hSgxMuO5Q4TkA8_ov13-1Kma6uRCuIkSjDPue2qumvwZrSI9bmsxcD.glb,132.3281,-5.875849,-170.0625,0.325096,0.2958708,0.6045665,-0.6642834,1,1,1
https://tile.googleapis.com:443/v1/3dtiles/datasets/CgIYAQ/files/AJVsH2wlBpq9Mo6vyhrD717ZPLScHwTsXC3XUSiYWcgWM9C6YjfwiUAvDT2Pqg5KfOeEOFrnQCiQTc1suuq9Oozc9E9BTQPYXEH1Svg9-KFJQg8zL_XDj9C_pWcyqo968ucJvZVCnh3tIA3GDJ7X4DC8Ntp1.glb,-32.14063,12.37425,307.5938,0.3251146,0.2959003,0.6045694,-0.6642585,1,1,1
https://tile.googleapis.com:443/v1/3dtiles/datasets/CgIYAQ/files/AJVsH2wX2gs0Y6Kpe9iYmwq89Km9a_A4-YicHZcVrHQN6aJXAkA1whkpvPaNKyDNUtsoGmtYl94mv-rtXIVt69iCOP-S35bkGxShY8E-f4w-8oGuQOkvVEEu8zYk3E3jhLlObuYqrZ3M4yn-OJRDdglQm8vh.glb,61.82813,12.4191,307.5625,0.3251182,0.2958964,0.6045614,-0.6642658,1,1,1
