filename,1802,1853,1876,1909,1943
Zwanenburgerstraat_41.gltf,,https://adamlink.nl/geo/address/A104273,https://adamlink.nl/geo/address/A104272,https://adamlink.nl/geo/address/A104271,https://adamlink.nl/geo/address/A104270
Zwanenburgerstraat_43.gltf,,https://adamlink.nl/geo/address/A104278,https://adamlink.nl/geo/address/A104277,https://adamlink.nl/geo/address/A104276,https://adamlink.nl/geo/address/A104275
Zwanenburgerstraat_45.gltf,,https://adamlink.nl/geo/address/A104283,https://adamlink.nl/geo/address/A104282,https://adamlink.nl/geo/address/A104281,https://adamlink.nl/geo/address/A104280
Zwanenburgerstraat_47.gltf,,https://adamlink.nl/geo/address/A104288,https://adamlink.nl/geo/address/A104287,https://adamlink.nl/geo/address/A104286,https://adamlink.nl/geo/address/A104285
Zwanenburgerstraat_49.gltf,,https://adamlink.nl/geo/address/A104291,https://adamlink.nl/geo/address/A104290,,
Zwanenburgerstraat_5.gltf,,https://adamlink.nl/geo/address/A104006,https://adamlink.nl/geo/address/A104005,https://adamlink.nl/geo/address/A104004,https://adamlink.nl/geo/address/A104003
Zwanenburgerstraat_51.gltf,,https://adamlink.nl/geo/address/A104298,https://adamlink.nl/geo/address/A104297,https://adamlink.nl/geo/address/A104296,https://adamlink.nl/geo/address/A104295
Zwanenburgerstraat_53.gltf,,https://adamlink.nl/geo/address/A104303,https://adamlink.nl/geo/address/A104302,https://adamlink.nl/geo/address/A104301,https://adamlink.nl/geo/address/A104300
Zwanenburgerstraat_57.gltf,,https://adamlink.nl/geo/address/A104313,https://adamlink.nl/geo/address/A104312,https://adamlink.nl/geo/address/A104311,https://adamlink.nl/geo/address/A104310
Zwanenburgerstraat_59.gltf,,https://adamlink.nl/geo/address/A104318,https://adamlink.nl/geo/address/A104317,https://adamlink.nl/geo/address/A104316,https://adamlink.nl/geo/address/A104315
Zwanenburgerstraat_6.gltf,https://adamlink.nl/geo/address/A229984,https://adamlink.nl/geo/address/A103920,https://adamlink.nl/geo/address/A103919,https://adamlink.nl/geo/address/A103918,https://adamlink.nl/geo/address/A103917
Zwanenburgerstraat_61_63_Leprozen_gracht_40.gltf,,https://adamlink.nl/geo/address/A104323,https://adamlink.nl/geo/address/A104322,https://adamlink.nl/geo/address/A104321,https://adamlink.nl/geo/address/A104320
Zwanenburgerstraat_7.gltf,,https://adamlink.nl/geo/address/A104011,https://adamlink.nl/geo/address/A104010,https://adamlink.nl/geo/address/A104009,https://adamlink.nl/geo/address/A104008
Zwanenburgerstraat_8.gltf,https://adamlink.nl/geo/address/A229985,https://adamlink.nl/geo/address/A103925,https://adamlink.nl/geo/address/A103924,https://adamlink.nl/geo/address/A103923,https://adamlink.nl/geo/address/A103922
Zwanenburgerstraat_9.gltf,,https://adamlink.nl/geo/address/A104016,https://adamlink.nl/geo/address/A104015,https://adamlink.nl/geo/address/A104014,https://adamlink.nl/geo/address/A104013
Zwanenburgwal_1.gltf,,https://adamlink.nl/geo/address/A101709,https://adamlink.nl/geo/address/A101708,https://adamlink.nl/geo/address/A101707,https://adamlink.nl/geo/address/A101706
Zwanenburgwal_19.gltf,,https://adamlink.nl/geo/address/A103828,https://adamlink.nl/geo/address/A103827,https://adamlink.nl/geo/address/A103826,https://adamlink.nl/geo/address/A103825
Zwanenburgwal_21.gltf,https://adamlink.nl/geo/address/A229960,https://adamlink.nl/geo/address/A103833,https://adamlink.nl/geo/address/A103832,https://adamlink.nl/geo/address/A103831,https://adamlink.nl/geo/address/A103830
Zwanenburgwal_23.gltf,https://adamlink.nl/geo/address/A229959,https://adamlink.nl/geo/address/A103838,https://adamlink.nl/geo/address/A103837,https://adamlink.nl/geo/address/A103836,https://adamlink.nl/geo/address/A103835
Zwanenburgwal_25.gltf,https://adamlink.nl/geo/address/A229958,https://adamlink.nl/geo/address/A103843,https://adamlink.nl/geo/address/A103842,https://adamlink.nl/geo/address/A103841,https://adamlink.nl/geo/address/A103840
Zwanenburgwal_27.gltf,https://adamlink.nl/geo/address/A229957,https://adamlink.nl/geo/address/A103848,https://adamlink.nl/geo/address/A103847,https://adamlink.nl/geo/address/A103846,https://adamlink.nl/geo/address/A103845
Zwanenburgwal_29.gltf,https://adamlink.nl/geo/address/A229956,https://adamlink.nl/geo/address/A103853,https://adamlink.nl/geo/address/A103852,https://adamlink.nl/geo/address/A103851,https://adamlink.nl/geo/address/A103850
Zwanenburgwal_31.gltf,,https://adamlink.nl/geo/address/A103858,https://adamlink.nl/geo/address/A103857,https://adamlink.nl/geo/address/A103856,https://adamlink.nl/geo/address/A103855
Zwanenburgwal_33.gltf,https://adamlink.nl/geo/address/A229955,https://adamlink.nl/geo/address/A103863,https://adamlink.nl/geo/address/A103862,https://adamlink.nl/geo/address/A103861,https://adamlink.nl/geo/address/A103860
Zwanenburgwal_35.gltf,,https://adamlink.nl/geo/address/A103866,https://adamlink.nl/geo/address/A103865,,
Zwanenburgwal_37.gltf,,https://adamlink.nl/geo/address/A103871,https://adamlink.nl/geo/address/A103870,https://adamlink.nl/geo/address/A103869,https://adamlink.nl/geo/address/A103868
Zwanenburgwal_39.gltf,,https://adamlink.nl/geo/address/A103876,https://adamlink.nl/geo/address/A103875,https://adamlink.nl/geo/address/A103874,https://adamlink.nl/geo/address/A103873
Zwanenburgwal_41.gltf,,https://adamlink.nl/geo/address/A103881,https://adamlink.nl/geo/address/A103880,https://adamlink.nl/geo/address/A103879,https://adamlink.nl/geo/address/A103878
Zwanenburgwal_43.gltf,,https://adamlink.nl/geo/address/A103886,https://adamlink.nl/geo/address/A103885,https://adamlink.nl/geo/address/A103884,https://adamlink.nl/geo/address/A103883
Zwanenburgwal_45.gltf,https://adamlink.nl/geo/address/A229950,https://adamlink.nl/geo/address/A103891,https://adamlink.nl/geo/address/A103890,https://adamlink.nl/geo/address/A103889,https://adamlink.nl/geo/address/A103888
Zwanenburgwal_47.gltf,https://adamlink.nl/geo/address/A229949,https://adamlink.nl/geo/address/A103896,https://adamlink.nl/geo/address/A103895,https://adamlink.nl/geo/address/A103894,https://adamlink.nl/geo/address/A103893
Zwanenburgwal_49.gltf,https://adamlink.nl/geo/address/A229948,https://adamlink.nl/geo/address/A103901,https://adamlink.nl/geo/address/A103900,https://adamlink.nl/geo/address/A103899,https://adamlink.nl/geo/address/A103898
Zwanenburgwal_51.gltf,,https://adamlink.nl/geo/address/A103906,https://adamlink.nl/geo/address/A103905,https://adamlink.nl/geo/address/A103904,https://adamlink.nl/geo/address/A103903
