id,bouwjaar
"0363100012177086","1772"
"0363100012178207","1689"
"0363100012181439","1839"
"0363100012185779","1955"
"0363100012165078","1923"
"0363100012165499","1985"
"0363100012171558","1841"
"0363100012178529","1803"
"0363100012181438","1848"
"0363100012182266","1935"
"0363100012182432","1905"
"0363100012183052","1986"
"0363100012183114","1748"
"0363100012168289","1732"
"0363100012169734","1985"
"0363100012170364","1927"
"0363100012171628","1984"
"0363100012175259","1762"
"0363100012175653","1005"
"0363100012176234","1705"
"0363100012177104","1687"
"0363100012177126","1730"
"0363100012177778","1758"
"0363100012182219","1988"
"0363100012182606","1827"
"0363100012171186","1974"
"0363100012176079","1905"
"0363100012177859","1768"
"0363100012179390","1713"
"0363100012179398","1650"
"0363100012179858","1996"
"0363100012179883","1748"
"0363100012180946","1005"
"0363100012182067","1938"
"0363100012165556","1742"
"0363100012168462","1005"
"0363100012171341","1978"
"0363100012175273","1965"
"0363100012175277","1905"
"0363100012176150","1695"
"0363100012178206","1689"
"0363100012178846","1905"
"0363100012179475","1722"
"0363100012182073","1938"
"0363100012182092","1889"
"0363100012182898","1767"
"0363100012167898","1688"
"0363100012167906","1824"
"0363100012170257","1699"
"0363100012171133","1985"
"0363100012171428","1936"
"0363100012171618","1877"
"0363100012175473","1905"
"0363100012178735","1760"
"0363100012179248","1005"
"0363100012181358","1832"
"0363100012181883","1991"
"0363100012182095","1900"
"0363100012182604","1978"
"0363100012182616","1983"
"0363100012183002","1862"
"0363100012183073","1822"
"0363100012168191","1734"
"0363100012170298","1891"
"0363100012171092","1904"
"0363100012175261","1743"
"0363100012175652","1005"
"0363100012176161","1734"
"0363100012177163","1784"
"0363100012177866","1005"
"0363100012179533","1735"
"0363100012179540","1652"
"0363100012180459","1005"
"0363100012186097","1982"
"0363100012167503","1005"
"0363100012168321","1777"
"0363100012168466","1610"
"0363100012169208","1715"
"0363100012175166","1770"
"0363100012175262","1745"
"0363100012178965","1665"
"0363100012182200","1857"
"0363100012182683","1931"
"0363100012185506","1765"
"0363100012164936","1886"
"0363100012167602","1790"
"0363100012169736","2000"
"0363100012170564","1932"
"0363100012171934","1980"
"0363100012178098","1990"
"0363100012178824","1704"
"0363100012180086","1710"
"0363100012180197","1875"
"0363100012181202","1933"
"0363100012181759","1796"
"0363100012181904","1938"
"0363100012571673","1905"
"0363100012170446","1746"
"0363100012176138","1750"
"0363100012177687","1005"
"0363100012177783","1905"
"0363100012178080","1905"
"0363100012178222","1825"
"0363100012178363","1733"
"0363100012178365","1905"
"0363100012179331","1005"
"0363100012179884","1746"
"0363100012180160","1718"
"0363100012180466","1891"
"0363100012180936","1891"
"0363100012182654","1851"
"0363100012186196","1661"
"0363100012167891","1964"
"0363100012168395","1710"
"0363100012169335","1940"
"0363100012171098","1737"
"0363100012171251","1739"
"0363100012175025","1961"
"0363100012176076","1809"
"0363100012178119","1905"
"0363100012180461","1951"
"0363100012180903","1871"
"0363100012182756","1672"
"0363100012183064","1763"
"0363100012571558","1850"
"0363100012171700","1980"
"0363100012176764","1722"
"0363100012178142","1650"
"0363100012180922","1776"
"0363100012181761","1988"
"0363100012181835","1858"
"0363100012182090","1869"
"0363100012182528","1978"
"0363100012182609","1723"
"0363100012182767","1862"
"0363100012185996","1722"
"0363100012168184","1894"
"0363100012168377","1738"
"0363100012171160","1745"
"0363100012175353","1906"
"0363100012179302","1671"
"0363100012179345","1667"
"0363100012182070","1938"
"0363100012182216","1005"
"0363100012253942","1870"
"0363100100091824","2000"
"0363100012177827","1888"
"0363100012180165","1777"
"0363100012180409","1733"
"0363100012170420","1785"
"0363100012171121","1772"
"0363100012171741","1639"
"0363100012175673","1650"
"0363100012176081","1935"
"0363100012177870","1990"
"0363100012179384","2001"
"0363100012179469","1738"
"0363100012179548","1934"
"0363100012179631","1672"
"0363100012253747","1848"
"0363100012168535","1651"
"0363100012171828","1792"
"0363100012172053","1929"
"0363100012175557","1863"
"0363100012178771","1764"
"0363100012180919","1792"
"0363100012182740","1865"
"0363100012250980","1662"
"0363100012165371","1005"
"0363100012171057","1905"
"0363100012175255","1749"
"0363100012179462","1766"
"0363100012179952","1905"
"0363100012181201","1905"
"0363100012181967","1005"
"0363100012183082","1854"
"0363100012169340","1905"
"0363100012171089","1005"
"0363100012171575","1673"
"0363100012171998","1937"
"0363100012177257","1727"
"0363100012182468","1759"
"0363100012183009","1982"
"0363100012246221","2017"
"0363100012171288","1884"
"0363100012177436","1690"
"0363100012178654","1730"
"0363100012178775","1870"
"0363100012178883","1734"
"0363100012180309","1905"
"0363100012182065","1893"
"0363100012249701","2020"
"0363100012571491","1755"
"0363100012168481","1667"
"0363100012171085","1710"
"0363100012171749","1725"
"0363100012172052","1988"
"0363100012176745","1680"
"0363100012177440","1974"
"0363100012178836","1005"
"0363100012181907","1824"
"0363100012182241","1778"
"0363100012182695","1905"
"0363100012183007","1990"
"0363100012183053","1985"
"0363100012171175","1728"
"0363100012171838","1905"
"0363100012179401","1698"
"0363100012181766","1005"
"0363100012165010","1703"
"0363100012171169","1005"
"0363100012175586","1850"
"0363100012176166","1875"
"0363100012177441","1670"
"0363100012179887","1753"
"0363100012182011","1891"
"0363100012182570","1877"
"0363100012182681","1762"
"0363100012248811","1942"
"0363100012168337","1905"
"0363100012171931","1756"
"0363100012175267","1650"
"0363100012175600","1759"
"0363100012175664","1988"
"0363100012177688","1731"
"0363100012178117","1779"
"0363100012178131","1688"
"0363100012178754","1905"
"0363100012178770","1733"
"0363100012180260","1762"
"0363100012183010","1982"
"0363100012254447","2022"
"0363100012254452","2022"
"0363100012167554","1741"
"0363100012170263","1934"
"0363100012175561","1740"
"0363100012175750","1772"
"0363100012176757","1670"
"0363100012177696","1750"
"0363100012178827","1717"
"0363100012179247","1990"
"0363100012179776","1005"
"0363100012182063","1005"
"0363100012170367","1998"
"0363100012171508","1704"
"0363100012171683","1905"
"0363100012175493","1787"
"0363100012176065","1690"
"0363100012178854","1675"
"0363100012179292","1712"
"0363100012179780","1673"
"0363100012170261","1820"
"0363100012170682","2012"
"0363100012170847","1905"
"0363100012171994","1613"
"0363100012175034","1750"
"0363100012175159","1755"
"0363100012175299","1737"
"0363100012175355","1749"
"0363100012177123","1900"
"0363100012179218","1685"
"0363100012180207","1005"
"0363100012180460","1903"
"0363100012182224","1700"
"0363100012182625","1672"
"0363100012182941","1710"
"0363100012164935","1980"
"0363100012171546","1871"
"0363100012175606","1635"
"0363100012177100","1806"
"0363100012178590","1995"
"0363100012179291","1705"
"0363100012182208","1956"
"0363100012167610","1683"
"0363100012170618","1905"
"0363100012175626","1005"
"0363100012175764","1769"
"0363100012178100","1905"
"0363100012178776","1905"
"0363100012179545","1758"
"0363100012180949","1005"
"0363100012181127","1981"
"0363100012181758","1802"
"0363100012182035","1857"
"0363100012182209","1956"
"0363100012254467","2022"
"0363100012171374","1986"
"0363100012171387","1940"
"0363100012175508","1858"
"0363100012176156","1005"
"0363100012176768","1975"
"0363100012176934","1720"
"0363100012177820","1812"
"0363100012178872","1912"
"0363100012178906","1828"
"0363100012181361","1870"
"0363100012182183","1968"
"0363100012182348","1952"
"0363100012182349","1773"
"0363100012182989","1988"
"0363100012170254","1938"
"0363100012171692","1793"
"0363100012175755","2018"
"0363100012177718","1597"
"0363100012178828","1650"
"0363100012181615","1690"
"0363100012182521","1005"
"0363100012182605","1983"
"0363100012254448","2022"
"0363100012165124","1700"
"0363100012167550","1648"
"0363100012167896","1730"
"0363100012168144","1731"
"0363100012171379","1905"
"0363100012171561","1605"
"0363100012172021","1935"
"0363100012177863","1716"
"0363100012178855","1741"
"0363100012179876","1742"
"0363100012180158","1754"
"0363100012180302","1720"
"0363100012181857","1005"
"0363100012182937","1700"
"0363100012253862","1905"
"0363100012255080","2022"
"0363100012571490","1700"
"0363100012167483","1695"
"0363100012168180","1728"
"0363100012169749","2022"
"0363100012175168","1928"
"0363100012175227","1770"
"0363100012175592","1905"
"0363100012177784","1732"
"0363100012178583","1727"
"0363100012178673","1698"
"0363100012178908","1932"
"0363100012182430","1680"
"0363100012165048","1905"
"0363100012168483","1651"
"0363100012171545","1985"
"0363100012175680","1650"
"0363100012177815","1664"
"0363100012178884","1760"
"0363100012182352","1757"
"0363100012182754","1900"
"0363100012186088","1800"
"0363100012253962","1909"
"0363100012171174","1585"
"0363100012172042","1726"
"0363100012177155","1655"
"0363100012178646","1905"
"0363100012178706","1005"
"0363100012178947","1727"
"0363100012178964","1726"
"0363100012179300","1837"
"0363100012179956","1776"
"0363100012180200","1005"
"0363100012183090","1906"
"0363100012570567","1670"
"0363100012168451","1675"
"0363100012170841","1857"
"0363100012175036","1884"
"0363100012175304","1759"
"0363100012175629","1935"
"0363100012178091","1858"
"0363100012180135","1690"
"0363100012180941","1891"
"0363100012181210","1884"
"0363100012181880","1940"
"0363100012182175","1902"
"0363100012182504","1827"
"0363100012182797","1983"
"0363100012182897","1672"
"0363100012253732","1891"
"0363100012571679","1810"
"0363100012165494","1672"
"0363100012167490","1690"
"0363100012171565","1905"
"0363100012175260","1776"
"0363100012177862","1005"
"0363100012178796","1728"
"0363100012180161","1720"
"0363100012181295","1704"
"0363100012182037","1671"
"0363100012182553","1905"
"0363100012183065","1825"
"0363100012254917","2021"
"0363100012170900","1970"
"0363100012171675","1668"
"0363100012175758","1905"
"0363100012175989","1660"
"0363100012177693","1929"
"0363100012177746","1768"
"0363100012180340","1635"
"0363100012182270","1791"
"0363100012182607","1983"
"0363100012182905","1983"
"0363100012164957","1905"
"0363100012169747","1962"
"0363100012170375","1921"
"0363100012170560","1960"
"0363100012171836","1956"
"0363100012175155","1779"
"0363100012176759","1005"
"0363100012178146","1932"
"0363100012178613","1880"
"0363100012178886","1706"
"0363100012180918","1764"
"0363100012182795","1933"
"0363100012167519","1896"
"0363100012170493","1938"
"0363100012176250","1724"
"0363100012178151","1625"
"0363100012178198","1725"
"0363100012178628","1727"
"0363100012180458","1953"
"0363100012181284","1789"
"0363100012181821","1855"
"0363100012181882","1667"
"0363100012253949","1913"
"0363100012571502","1719"
"0363100012167902","1669"
"0363100012178756","1740"
"0363100012178800","1894"
"0363100012179344","1005"
"0363100012180468","1891"
"0363100012181217","1737"
"0363100012182325","1905"
"0363100012182945","1700"
"0363100012571628","1905"
"0363100012170255","1675"
"0363100012171059","1905"
"0363100012171204","1680"
"0363100012175751","1723"
"0363100012176073","1717"
"0363100012179400","1694"
"0363100012179537","1005"
"0363100012181442","1866"
"0363100012181833","1819"
"0363100012182217","1985"
"0363100012182732","1826"
"0363100012254445","2022"
"0363100012169211","1730"
"0363100012175011","1005"
"0363100012175269","1912"
"0363100012175514","1765"
"0363100012175667","1905"
"0363100012176060","1931"
"0363100012177272","1888"
"0363100012178124","1005"
"0363100012178680","1005"
"0363100012180945","1005"
"0363100012181800","1938"
"0363100012182239","1005"
"0363100012182358","1817"
"0363100012185849","1750"
"0363100012570810","1615"
"0363100012165500","1985"
"0363100012167615","1761"
"0363100012167899","1675"
"0363100012168193","2022"
"0363100012176070","1744"
"0363100012176137","1911"
"0363100012176928","1756"
"0363100012177629","1750"
"0363100012178217","1914"
"0363100012182463","1877"
"0363100012182986","1978"
"0363100012175164","1695"
"0363100012177178","1716"
"0363100012178851","1897"
"0363100012180131","1723"
"0363100012182346","1775"
"0363100012182938","1890"
"0363100012168046","1733"
"0363100012170624","1905"
"0363100012171544","1931"
"0363100012175671","1735"
"0363100012177262","1650"
"0363100012178090","1990"
"0363100012178658","1905"
"0363100012179527","1710"
"0363100012179881","1762"
"0363100012180467","1891"
"0363100012180906","1845"
"0363100012181296","1929"
"0363100012181802","1984"
"0363100012183060","1701"
"0363100012170921","1793"
"0363100012177860","1709"
"0363100012178670","1675"
"0363100012178691","1936"
"0363100012178784","1913"
"0363100012179135","1814"
"0363100012180072","1728"
"0363100012180909","1776"
"0363100012168485","1856"
"0363100012171096","1738"
"0363100012175732","1005"
"0363100012175986","1699"
"0363100012177602","1720"
"0363100012177772","1900"
"0363100012178097","1985"
"0363100012178215","1770"
"0363100012182044","1694"
"0363100012170854","2000"
"0363100012175805","1905"
"0363100012176318","1732"
"0363100012180198","1005"
"0363100012181356","1875"
"0363100012181980","1905"
"0363100012182099","1774"
"0363100012182689","1905"
"0363100012182743","1927"
"0363100012183089","1857"
"0363100012254461","2022"
"0363100012167472","1799"
"0363100012167568","1708"
"0363100012167599","1743"
"0363100012167618","2003"
"0363100012171569","1673"
"0363100012175270","1733"
"0363100012175559","1759"
"0363100012177273","1690"
"0363100012178774","1900"
"0363100012182802","1835"
"0363100012170430","1811"
"0363100012171100","1788"
"0363100012171134","1985"
"0363100012171369","1632"
"0363100012175224","1750"
"0363100012175992","1005"
"0363100012176319","1905"
"0363100012177206","1005"
"0363100012177692","1929"
"0363100012178856","1755"
"0363100012179463","1005"
"0363100012182247","1766"
"0363100012168342","1818"
"0363100012171157","1650"
"0363100012171184","1883"
"0363100012175512","1005"
"0363100012175555","1650"
"0363100012178088","1761"
"0363100012178150","1905"
"0363100012179543","1905"
"0363100012180152","1737"
"0363100012181204","1932"
"0363100012182810","1671"
"0363100012182910","1859"
"0363100012571661","1991"
"0363100012165493","1672"
"0363100012178381","1905"
"0363100012178581","1739"
"0363100012180231","1905"
"0363100012183112","1863"
"0363100012165127","1752"
"0363100012165555","1786"
"0363100012167897","1905"
"0363100012171239","1700"
"0363100012175158","1683"
"0363100012175714","1791"
"0363100012175748","1914"
"0363100012177684","1737"
"0363100012177874","1755"
"0363100012178145","1932"
"0363100012181030","1802"
"0363100012182331","1983"
"0363100012182812","1938"
"0363100012571527","1735"
"0363100012167994","1772"
"0363100012167998","1702"
"0363100012168057","1735"
"0363100012168479","1735"
"0363100012171830","1905"
"0363100012175014","1763"
"0363100012175814","1884"
"0363100012176839","1718"
"0363100012179107","1905"
"0363100012181970","1005"
"0363100012182039","1984"
"0363100012182234","1905"
"0363100012251815","1005"
"0363100012167617","1709"
"0363100012168349","1725"
"0363100012170358","1902"
"0363100012170427","1794"
"0363100012170917","1733"
"0363100012176055","1823"
"0363100012176933","1812"
"0363100012178143","1765"
"0363100012179957","1980"
"0363100012182327","1995"
"0363100012168333","1739"
"0363100012171375","1869"
"0363100012172020","1721"
"0363100012175513","1714"
"0363100012176233","1678"
"0363100012177826","1690"
"0363100012178850","1769"
"0363100012179529","1655"
"0363100012180071","1778"
"0363100012181029","1964"
"0363100012181266","1891"
"0363100012182049","1878"
"0363100012167489","1685"
"0363100012167560","1650"
"0363100012167926","1900"
"0363100012167959","1666"
"0363100012168525","1735"
"0363100012170912","1905"
"0363100012171382","1850"
"0363100012175599","1822"
"0363100012175675","1750"
"0363100012175728","1821"
"0363100012176746","1680"
"0363100012178219","1777"
"0363100012178374","1732"
"0363100012179124","1905"
"0363100012179211","1710"
"0363100012181028","1005"
"0363100012182466","1690"
"0363100012165011","1732"
"0363100012171083","1005"
"0363100012171128","1719"
"0363100012171413","1697"
"0363100012178662","1900"
"0363100012178733","1643"
"0363100012179305","1690"
"0363100012179630","1670"
"0363100012180048","1700"
"0363100012181765","1756"
"0363100012182212","1796"
"0363100012167601","1793"
"0363100012168045","1886"
"0363100012170313","2007"
"0363100012171814","1749"
"0363100012171837","1723"
"0363100012175030","1735"
"0363100012176240","1005"
"0363100012178665","1687"
"0363100012179136","1810"
"0363100012179394","1990"
"0363100012180913","1005"
"0363100012182244","1900"
"0363100012182574","1675"
"0363100012165763","1982"
"0363100012177202","1750"
"0363100012178164","1905"
"0363100012178364","1716"
"0363100012179388","2004"
"0363100012179628","1914"
"0363100012181363","1878"
"0363100012183006","1990"
"0363100012167976","1905"
"0363100012168190","1792"
"0363100012168323","1664"
"0363100012171670","1669"
"0363100012180088","1722"
"0363100012182552","1710"
"0363100012182725","1750"
"0363100012170856","1724"
"0363100012171429","1746"
"0363100012175308","1686"
"0363100012175648","1957"
"0363100012177816","1738"
"0363100012179342","1005"
"0363100012181368","1878"
"0363100012182678","1900"
"0363100012182693","1929"
"0363100012185504","1998"
"0363100012571562","2023"
"0363100012176069","1716"
"0363100012176256","1974"
"0363100012180930","1891"
"0363100012182226","1005"
"0363100012185923","1905"
"0363100012170319","1930"
"0363100012170913","1894"
"0363100012171835","1984"
"0363100012178643","1641"
"0363100012178674","1698"
"0363100012179389","1717"
"0363100012181354","1905"
"0363100012182176","1902"
"0363100012182211","1821"
"0363100012182324","1823"
"0363100012182781","1936"
"0363100012182808","1764"
"0363100012185418","1996"
"0363100012165086","1997"
"0363100012171440","1687"
"0363100012171672","1665"
"0363100012175298","1754"
"0363100012178144","1934"
"0363100012178671","1734"
"0363100012178762","1005"
"0363100012178894","1905"
"0363100012181755","1814"
"0363100012181851","1905"
"0363100012571676","1851"
"0363100012170629","1812"
"0363100012171389","1905"
"0363100012175806","1767"
"0363100012176080","1905"
"0363100012176083","1935"
"0363100012176147","1735"
"0363100012177717","1822"
"0363100012178635","1715"
"0363100012181357","1870"
"0363100012181903","1938"
"0363100012182425","1700"
"0363100012182500","1898"
"0363100012170631","1981"
"0363100012171125","1735"
"0363100012171584","1692"
"0363100012171937","1737"
"0363100012175679","1900"
"0363100012178089","1990"
"0363100012179854","1550"
"0363100012180046","1686"
"0363100012180304","1675"
"0363100012181443","1866"
"0363100012182184","1005"
"0363100012168171","1983"
"0363100012168393","1665"
"0363100012169339","1642"
"0363100012170362","1897"
"0363100012170376","1978"
"0363100012175810","1732"
"0363100012178132","1688"
"0363100012178607","1882"
"0363100012182083","1929"
"0363100012182180","1968"
"0363100012182515","2002"
"0363100012182996","1889"
"0363100012168476","1853"
"0363100012171045","1672"
"0363100012175027","1741"
"0363100012175153","1926"
"0363100012175160","1683"
"0363100012175638","1905"
"0363100012176243","1005"
"0363100012179471","1730"
"0363100012182930","1869"
"0363100012183056","1986"
"0363100012170502","1996"
"0363100012171306","1935"
"0363100012171839","1984"
"0363100012175163","1708"
"0363100012175468","2008"
"0363100012177442","1670"
"0363100012178128","1678"
"0363100012181119","1932"
"0363100012181452","1866"
"0363100012182245","1805"
"0363100012182811","1721"
"0363100012253748","1906"
"0363100012164943","1961"
"0363100012168394","1800"
"0363100012170857","1985"
"0363100012171053","1669"
"0363100012171543","1963"
"0363100012177819","1753"
"0363100012178882","1928"
"0363100012180203","1005"
"0363100012180308","1989"
"0363100012181867","1005"
"0363100012182635","1694"
"0363100012182909","1986"
"0363100012246217","2017"
"0363100012253950","1005"
"0363100012168170","1896"
"0363100012170491","1870"
"0363100012170499","1880"
"0363100012171095","1952"
"0363100012171626","1982"
"0363100012177777","1746"
"0363100012177818","1699"
"0363100012179246","1699"
"0363100012179865","1742"
"0363100012180137","1685"
"0363100012180915","1733"
"0363100012182522","1848"
"0363100012182759","1673"
"0363100012170258","1005"
"0363100012171384","1932"
"0363100012176253","1731"
"0363100012178626","1686"
"0363100012179534","1686"
"0363100012180075","1772"
"0363100012181187","1887"
"0363100012183003","1897"
"0363100012254442","2022"
"0363100012167555","1699"
"0363100012168527","1750"
"0363100012171210","1900"
"0363100012171292","1650"
"0363100012171611","1980"
"0363100012175665","1905"
"0363100012175979","1710"
"0363100012177200","1905"
"0363100012178651","1905"
"0363100012178782","1743"
"0363100012182508","1985"
"0363100012182523","1953"
"0363100012253952","1884"
"0363100012571560","1730"
"0363100012165017","1755"
"0363100012165050","1738"
"0363100012175232","1735"
"0363100012175593","1746"
"0363100012177101","1930"
"0363100012178713","1819"
"0363100012178896","1867"
"0363100012179243","1678"
"0363100012179784","1726"
"0363100012180151","1005"
"0363100012181886","1905"
"0363100012183113","1710"
"0363100012167502","1905"
"0363100012168332","1725"
"0363100012168339","1673"
"0363100012171684","1935"
"0363100012178769","1905"
"0363100012179788","1005"
"0363100012182034","1905"
"0363100012182428","1672"
"0363100012182927","1894"
"0363100012185839","1808"
"0363100012254459","2022"
"0363100012571633","1905"
"0363100012165080","1905"
"0363100012168003","1768"
"0363100012175984","1660"
"0363100012178368","1790"
"0363100012178648","1005"
"0363100012178704","1701"
"0363100012178865","1928"
"0363100012179939","1737"
"0363100012180934","1905"
"0363100012182072","1938"
"0363100012182089","1935"
"0363100012182198","1005"
"0363100012182220","1987"
"0363100012182651","1935"
"0363100012167982","1720"
"0363100012170354","1900"
"0363100012171573","1755"
"0363100012171827","1723"
