id,bouwjaar
"0363100012171944","1717"
"0363100012175516","1721"
"0363100012178372","1905"
"0363100012178785","1905"
"0363100012180074","1766"
"0363100012182087","1814"
"0363100012185838","1703"
"0363100012165012","1712"
"0363100012175162","1005"
"0363100012177831","1005"
"0363100012182513","1005"
"0363100012182643","1697"
"0363100012182728","1988"
"0363100012183079","1929"
"0363100012170259","1999"
"0363100012171557","1841"
"0363100012175558","1005"
"0363100012175684","1801"
"0363100012179261","1778"
"0363100012179890","1733"
"0363100012181446","1866"
"0363100012182207","1793"
"0363100012570974","2000"
"0363100012571493","1741"
"0363100012571528","2023"
"0363100012168526","1803"
"0363100012169207","1675"
"0363100012169737","1792"
"0363100012171056","1671"
"0363100012171674","1668"
"0363100012176130","1769"
"0363100012176164","1690"
"0363100012177075","1655"
"0363100012179341","1005"
"0363100012181197","1891"
"0363100012170914","1748"
"0363100012175020","1740"
"0363100012175274","1725"
"0363100012176158","1905"
"0363100012178714","1773"
"0363100012178766","1005"
"0363100012179332","1785"
"0363100012182326","1905"
"0363100012168198","1696"
"0363100012170256","1843"
"0363100012171313","1745"
"0363100012171688","1805"
"0363100012175019","1755"
"0363100012175221","1977"
"0363100012175595","1789"
"0363100012175647","1700"
"0363100012175994","1730"
"0363100012176064","1660"
"0363100012176132","1748"
"0363100012178944","1985"
"0363100012179954","1705"
"0363100012180335","1905"
"0363100012181801","1905"
"0363100012182991","1937"
"0363100012165043","1670"
"0363100012171122","1724"
"0363100012171841","1990"
"0363100012175987","1648"
"0363100012176148","1959"
"0363100012176755","1894"
"0363100012180944","1891"
"0363100012181113","1005"
"0363100012181371","1884"
"0363100012181971","1005"
"0363100012182626","1691"
"0363100012182931","1889"
"0363100012168238","1987"
"0363100012169332","1989"
"0363100012175492","1795"
"0363100012175730","1774"
"0363100012175740","1650"
"0363100012177096","1935"
"0363100012178121","1895"
"0363100012178624","1959"
"0363100012179539","1795"
"0363100012181517","1866"
"0363100012246215","2017"
"0363100012253888","1878"
"0363100012170495","1880"
"0363100012170616","1905"
"0363100012170855","2000"
"0363100012171167","1005"
"0363100012171555","1905"
"0363100012171572","1750"
"0363100012175031","1005"
"0363100012176152","1697"
"0363100012176167","1760"
"0363100012178630","1679"
"0363100012178675","1675"
"0363100012180087","1737"
"0363100012180128","1686"
"0363100012182630","1736"
"0363100012183069","1729"
"0363100012248781","2020"
"0363100012172041","1927"
"0363100012176230","1736"
"0363100012176919","1714"
"0363100012178586","1761"
"0363100012178876","1712"
"0363100012179405","1736"
"0363100012179781","1687"
"0363100012182232","1700"
"0363100012182360","1763"
"0363100012182729","1825"
"0363100012183004","1865"
"0363100012253928","1939"
"0363100012171179","1757"
"0363100012175743","1782"
"0363100012179878","1723"
"0363100012179889","1748"
"0363100012181118","1932"
"0363100012181524","1885"
"0363100012571684","1697"
"0363100012168143","1900"
"0363100012169738","1005"
"0363100012171093","1690"
"0363100012171286","1905"
"0363100012171812","1988"
"0363100012175556","1860"
"0363100012175637","1905"
"0363100012175734","1986"
"0363100012176237","1903"
"0363100012176758","1919"
"0363100012178615","1744"
"0363100012178868","1680"
"0363100012179857","1632"
"0363100012181031","1800"
"0363100012181754","1843"
"0363100012181965","2000"
"0363100012175028","1757"
"0363100012175661","1692"
"0363100012175998","1710"
"0363100012176134","1735"
"0363100012177821","1967"
"0363100012178085","1860"
"0363100012179128","1710"
"0363100012179456","1717"
"0363100012168528","1785"
"0363100012169161","1718"
"0363100012177785","1770"
"0363100012179778","1735"
"0363100012179805","1733"
"0363100012182936","1700"
"0363100012183111","1827"
"0363100012571680","1810"
"0363100012167577","1917"
"0363100012167903","1670"
"0363100012168183","2001"
"0363100012168376","1995"
"0363100012170425","1980"
"0363100012170557","1826"
"0363100012171048","1905"
"0363100012175554","1905"
"0363100012176149","1670"
"0363100012178760","1685"
"0363100012180077","1989"
"0363100012182502","1735"
"0363100012182994","1785"
"0363100012183080","1929"
"0363100012167901","1700"
"0363100012167919","1772"
"0363100012171164","1712"
"0363100012171173","1740"
"0363100012178147","1905"
"0363100012180257","2006"
"0363100012181962","1778"
"0363100012182766","1905"
"0363100012165622","1978"
"0363100012170628","1981"
"0363100012170853","1840"
"0363100012178452","1706"
"0363100012179467","1661"
"0363100012180218","1905"
"0363100012181025","1005"
"0363100012181905","1938"
"0363100012182202","1871"
"0363100012182213","1905"
"0363100012251237","1998"
"0363100012168199","1792"
"0363100012168379","1887"
"0363100012169155","1670"
"0363100012170689","1688"
"0363100012171170","1709"
"0363100012178768","1672"
"0363100012178972","1670"
"0363100012179105","1671"
"0363100012179880","1766"
"0363100012182222","1900"
"0363100012182518","2002"
"0363100012168061","1905"
"0363100012168192","1757"
"0363100012170566","2000"
"0363100012170931","1672"
"0363100012175016","1690"
"0363100012175167","1005"
"0363100012176922","1768"
"0363100012178849","1758"
"0363100012181966","2000"
"0363100012182520","1900"
"0363100012182903","1906"
"0363100012168464","1905"
"0363100012171241","1730"
"0363100012175023","1812"
"0363100012175510","1796"
"0363100012176242","1005"
"0363100012178750","1767"
"0363100012181753","1798"
"0363100012182702","1983"
"0363100012571643","1905"
"0363100012165045","1740"
"0363100012167517","1905"
"0363100012167978","1005"
"0363100012169156","1727"
"0363100012170260","1905"
"0363100012171187","1825"
"0363100012171235","1741"
"0363100012175602","1905"
"0363100012175739","1772"
"0363100012178076","1990"
"0363100012178141","1697"
"0363100012178305","1844"
"0363100012178716","1940"
"0363100012178903","1758"
"0363100012179343","1005"
"0363100012170898","1005"
"0363100012171320","1932"
"0363100012175624","1830"
"0363100012178139","1781"
"0363100012179541","1916"
"0363100012179773","1700"
"0363100012181034","1805"
"0363100012182197","1835"
"0363100012182617","1730"
"0363100012247679","1747"
"0363100012168196","1747"
"0363100012169338","1730"
"0363100012170264","1905"
"0363100012175645","1672"
"0363100012175884","1930"
"0363100012177680","1696"
"0363100012179774","1711"
"0363100012182768","1986"
"0363100012168060","1671"
"0363100012170308","2005"
"0363100012177619","1850"
"0363100012178224","1792"
"0363100012179464","1745"
"0363100012179806","1718"
"0363100012179870","1712"
"0363100012181123","1964"
"0363100012167473","1932"
"0363100012167604","1762"
"0363100012168477","1750"
"0363100012170930","1672"
"0363100012175171","1670"
"0363100012176254","1740"
"0363100012178982","1005"
"0363100012182054","1005"
"0363100012183001","1897"
"0363100012164942","1992"
"0363100012170890","1686"
"0363100012170891","1685"
"0363100012171740","1662"
"0363100012175491","1773"
"0363100012175560","1745"
"0363100012175744","1818"
"0363100012175875","1815"
"0363100012178667","1988"
"0363100012178826","1708"
"0363100012181869","1938"
"0363100012182507","1650"
"0363100012244183","2017"
"0363100012254439","2022"
"0363100012167985","1698"
"0363100012168340","1667"
"0363100012169279","1688"
"0363100012170494","1859"
"0363100012170918","1741"
"0363100012175010","1678"
"0363100012175309","1917"
"0363100012175641","1905"
"0363100012178627","1723"
"0363100012178636","1986"
"0363100012180311","1700"
"0363100012182912","1892"
"0363100012254453","2022"
"0363100012164949","1988"
"0363100012171418","1672"
"0363100012171441","1680"
"0363100012171637","1877"
"0363100012175588","1723"
"0363100012175982","1730"
"0363100012177786","1770"
"0363100012178075","1750"
"0363100012178569","1005"
"0363100012178870","1680"
"0363100012178989","1905"
"0363100012179623","1997"
"0363100012180307","1690"
"0363100012182010","1879"
"0363100012185924","1747"
"0363100012171442","1680"
"0363100012176126","1733"
"0363100012179955","1682"
"0363100012182814","1670"
"0363100012571638","1981"
"0363100012165495","1736"
"0363100012167913","1824"
"0363100012167981","1687"
"0363100012171168","1782"
"0363100012175272","1905"
"0363100012178373","1905"
"0363100012178831","1748"
"0363100012182503","1812"
"0363100012182786","1806"
"0363100012183070","2000"
"0363100012183087","1852"
"0363100012175485","1718"
"0363100012175733","1791"
"0363100012176162","1905"
"0363100012177855","1005"
"0363100012178218","1895"
"0363100012178307","1775"
"0363100012178568","1996"
"0363100012178987","1986"
"0363100012181035","1870"
"0363100012181981","1988"
"0363100012182038","1670"
"0363100012182051","1938"
"0363100012254451","2022"
"0363100012165617","2000"
"0363100012175500","1905"
"0363100012178383","1937"
"0363100012180132","1687"
"0363100012180939","1840"
"0363100012181121","1932"
"0363100012181767","1706"
"0363100012182692","1785"
"0363100012168347","1691"
"0363100012169160","1905"
"0363100012170357","1905"
"0363100012170496","1005"
"0363100012171159","1817"
"0363100012171163","1905"
"0363100012175644","1900"
"0363100012177434","1690"
"0363100012178379","1755"
"0363100012178845","1748"
"0363100012181840","1775"
"0363100012182079","1991"
"0363100012182344","1802"
"0363100012182659","1933"
"0363100012170310","1005"
"0363100012175737","1724"
"0363100012175760","1718"
"0363100012176751","1905"
"0363100012178148","1976"
"0363100012178753","1905"
"0363100012179333","1687"
"0363100012179338","1672"
"0363100012181364","1005"
"0363100012181444","1866"
"0363100012182620","1970"
"0363100012185847","1905"
"0363100012571539","1729"
"0363100012170691","1990"
"0363100012171295","1905"
"0363100012171695","1847"
"0363100012175993","1648"
"0363100012177825","1744"
"0363100012178138","1005"
"0363100012178153","1983"
"0363100012178862","1974"
"0363100012180306","1739"
"0363100012181219","1854"
"0363100012182985","1986"
"0363100012183078","1768"
"0363100012254456","2022"
"0363100012170365","1889"
"0363100012171310","1932"
"0363100012171935","1758"
"0363100012175307","1005"
"0363100012178864","1676"
"0363100012178980","1697"
"0363100012179470","1725"
"0363100012179863","1912"
"0363100012180921","1005"
"0363100012181124","1005"
"0363100012182431","1670"
"0363100012182785","1987"
"0363100012182925","1866"
"0363100012182947","1905"
"0363100012182995","1785"
"0363100012178137","1005"
"0363100012179634","1988"
"0363100012179953","1738"
"0363100012181878","1790"
"0363100012182353","1005"
"0363100012182940","1705"
"0363100012165079","1748"
"0363100012167621","1774"
"0363100012170444","1927"
"0363100012171298","1790"
"0363100012175888","1744"
"0363100012176750","1700"
"0363100012176926","1730"
"0363100012178120","1880"
"0363100012180337","1005"
"0363100012182350","1968"
"0363100012182572","1815"
"0363100012183055","1932"
"0363100012246529","2015"
"0363100012253831","1900"
"0363100012175660","1710"
"0363100012175666","1905"
"0363100012178715","1800"
"0363100012179862","1725"
"0363100012180090","1727"
"0363100012180258","1927"
"0363100012167984","1700"
"0363100012170445","1978"
"0363100012171162","1988"
"0363100012171381","1928"
"0363100012175650","1005"
"0363100012176763","1669"
"0363100012177747","1905"
"0363100012178387","1763"
"0363100012178629","1905"
"0363100012178634","1832"
"0363100012178897","1905"
"0363100012182227","1005"
"0363100012182347","1763"
"0363100012182999","1965"
"0363100012165761","1995"
"0363100012171060","1905"
"0363100012175007","1870"
"0363100012175688","1725"
"0363100012179472","1750"
"0363100012179775","1724"
"0363100012180038","1738"
"0363100012180937","1891"
"0363100012181221","2002"
"0363100012165561","1986"
"0363100012167558","1689"
"0363100012168111","1900"
"0363100012175628","1831"
"0363100012178633","1905"
"0363100012178951","1725"
"0363100012180199","1005"
"0363100012180908","1005"
"0363100012181220","1005"
"0363100012571642","1970"
"0363100012167508","1717"
"0363100012171086","1755"
"0363100012176232","1005"
"0363100012177677","1905"
"0363100012178907","1905"
"0363100012179461","1892"
"0363100012180410","1883"
"0363100012181526","1852"
"0363100012252741","2019"
"0363100012254441","2022"
"0363100012254673","1720"
"0363100012571634","1905"
"0363100012168186","1734"
"0363100012168325","1905"
"0363100012171185","1986"
"0363100012171623","1934"
"0363100012177593","1005"
"0363100012178112","1828"
"0363100012178371","1717"
"0363100012179262","1740"
"0363100012180149","1005"
"0363100012181890","1005"
"0363100012182803","1691"
"0363100012182944","1740"
"0363100012185920","1881"
"0363100012571681","1697"
"0363100012171833","1959"
"0363100012175686","1735"
"0363100012176151","1726"
"0363100012177779","1712"
"0363100012178866","1728"
"0363100012179879","1733"
"0363100012182084","1766"
"0363100012182783","1987"
"0363100012183083","1854"
"0363100012254389","2022"
"0363100012571644","1905"
"0363100012164948","1979"
"0363100012176059","1733"
"0363100012178758","1869"
"0363100012178878","1697"
"0363100012181117","1932"
"0363100012181842","1905"
"0363100012182509","1760"
"0363100012169733","1985"
"0363100012171054","1671"
"0363100012171055","1671"
"0363100012177106","1980"
"0363100012177722","1905"
"0363100012177792","1930"
"0363100012178361","1733"
"0363100012178700","1939"
"0363100012178839","1703"
"0363100012180929","1891"
"0363100012181604","1981"
"0363100012182031","1905"
"0363100012182179","1868"
"0363100012182494","1635"
"0363100012182818","1737"
"0363100012167500","1687"
"0363100012168146","1905"
"0363100012168188","1922"
"0363100012170419","1891"
"0363100012171087","1699"
"0363100012175170","1670"
"0363100012176171","1905"
"0363100012176320","1650"
"0363100012180454","1870"
"0363100012182613","1778"
"0363100012170558","1818"
"0363100012170559","1959"
"0363100012171182","1757"
"0363100012171997","1895"
"0363100012176249","1719"
"0363100012177445","1680"
"0363100012178588","1713"
"0363100012178655","1727"
"0363100012178678","1712"
"0363100012178973","1005"
"0363100012180310","1690"
"0363100012182987","1978"
"0363100012571516","1900"
"0363100012165085","1885"
"0363100012171622","1710"
"0363100012176154","1700"
"0363100012177093","1733"
"0363100012177095","1726"
"0363100012178449","1774"
"0363100012178847","1666"
"0363100012182056","1938"
"0363100012182231","1978"
"0363100012182242","1804"
"0363100012182459","1769"
"0363100012182804","1762"
"0363100012243483","2017"
"0363100012254462","2022"
"0363100012168344","1005"
"0363100012176159","1803"
"0363100012179122","1809"
"0363100012179856","1625"
"0363100012179885","1716"
"0363100012181900","1005"
"0363100012181979","1905"
"0363100012182223","1005"
"0363100012182615","1983"
"0363100012571630","1905"
"0363100012167513","1771"
"0363100012170424","1842"
"0363100012171686","1005"
"0363100012175594","1687"
"0363100012175753","1785"
"0363100012176929","1734"
"0363100012178125","1690"
"0363100012178200","1750"
"0363100012178958","1708"
"0363100012180037","1795"
"0363100012180303","1718"
"0363100012181212","1933"
"0363100012182021","1906"
"0363100012183067","1956"
"0363100012170366","1982"
"0363100012170876","1825"
"0363100012171308","1938"
"0363100012175226","1729"
"0363100012175339","1680"
"0363100012177689","1990"
"0363100012178632","1723"
"0363100012179109","1727"
"0363100012179777","1714"
"0363100012179886","1719"
"0363100012182045","1998"
"0363100012182204","1905"
"0363100012182461","1739"
"0363100012182680","1954"
"0363100012254460","2022"
"0363100012254543","1916"
"0363100012168201","1970"
"0363100012171051","1905"
"0363100012171123","1729"
"0363100012175681","1769"
"0363100012176248","1850"
"0363100012176765","1723"
"0363100012177679","1718"
"0363100012177788","1711"
"0363100012178953","1742"
"0363100012181961","1732"
"0363100012171582","1683"
"0363100012178677","1964"
"0363100012179392","1724"
"0363100012179782","1640"
"0363100012182055","1005"
"0363100012182345","1955"
"0363100012165498","1806"
"0363100012170437","1819"
"0363100012170555","1960"
"0363100012171378","1986"
"0363100012175266","1798"
"0363100012175880","1005"
"0363100012249776","1913"
"0363100012167475","1752"
"0363100012167514","1773"
"0363100012168413","1919"
"0363100012175658","1700"
"0363100012180256","1773"
"0363100012181839","1790"
"0363100012182622","1715"
"0363100012167975","1976"
"0363100012168142","1768"
"0363100012168194","2000"
"0363100012171386","1600"
"0363100012175301","1990"
"0363100012178900","1905"
"0363100012182015","1905"
"0363100012182621","1791"
"0363100012182658","1826"
"0363100012182776","1827"
"0363100012249775","1625"
"0363100012571538","1729"
"0363100012167619","1755"
"0363100012171748","1607"
"0363100012176754","1670"
"0363100012178852","1728"
"0363100012178902","1805"
"0363100012180907","1005"
"0363100012181037","1829"
"0363100012182062","1938"
"0363100012246212","2017"
"0363100012254082","1994"
"0363100012165115","1741"
"0363100012171385","1793"
"0363100012176131","1761"
"0363100012178214","1725"
"0363100012178571","1658"
"0363100012178737","1718"
"0363100012180412","1632"
"0363100012180938","1851"
"0363100012181297","1916"
"0363100012183058","1982"
"0363100012170840","1879"
"0363100012171127","1898"
"0363100012171213","1850"
"0363100012171405","1886"
"0363100012175033","1759"
"0363100012177685","1966"
"0363100012177857","1706"
"0363100012178904","1711"
"0363100012178961","1724"
"0363100012179633","1905"
"0363100012180155","1732"
"0363100012182934","1962"
"0363100012241058","2009"
"0363100012164955","1959"
"0363100012170320","1887"
"0363100012171253","1650"
"0363100012175021","1770"
"0363100012176077","1738"
"0363100012177152","1707"
"0363100012177822","1756"
"0363100012178157","1821"
"0363100012179306","1690"
"0363100012179626","1727"
"0363100012180206","1775"
"0363100012180216","1852"
"0363100012182243","1840"
"0363100012170919","1718"
"0363100012171172","1778"
"0363100012171431","1988"
"0363100012171509","1754"
"0363100012171689","1829"
"0363100012178362","1842"
"0363100012178703","1822"
"0363100012181608","1850"
"0363100012183057","1905"
"0363100012571517","1900"
"0363100012171314","1905"
"0363100012175305","1736"
"0363100012175754","1993"
"0363100012178699","1905"
"0363100012180049","1686"
"0363100012180299","1688"
"0363100012181868","1905"
"0363100012185781","1705"
"0363100012185999","2004"
"0363100012167510","1766"
"0363100012170439","1979"
"0363100012175683","1740"
"0363100012176136","1756"
"0363100012180141","1863"
"0363100012181300","2005"
"0363100012181512","1005"
"0363100012182036","1905"
"0363100012182993","1905"
"0363100012254446","2022"
"0363100012169741","1756"
"0363100012170438","1979"
"0363100012171317","1934"
"0363100012175752","1754"
"0363100012177832","1005"
"0363100012178871","1740"
"0363100012178885","1905"
"0363100012180230","1700"
"0363100012181036","1870"
"0363100012182519","1900"
"0363100012182906","1906"
"0363100012183005","1865"
"0363100012168174","1735"
"0363100012170500","1870"
"0363100012176053","1799"
"0363100012177683","1905"
"0363100012179259","1669"
"0363100012180036","1777"
"0363100012182935","1785"
"0363100012170302","1955"
"0363100012176747","1680"
"0363100012177627","1687"
"0363100012178152","1984"
"0363100012180136","1860"
"0363100012182690","1983"
"0363100012183076","1987"
"0363100012254437","2022"
"0363100012168002","1739"
"0363100012168475","1625"
"0363100012171287","1825"
"0363100012171290","1720"
"0363100012171315","1744"
"0363100012171373","1665"
"0363100012176842","1740"
"0363100012178639","1736"
"0363100012178899","1742"
"0363100012178966","1720"
"0363100012179960","1837"
"0363100012180044","1706"
"0363100012180129","1905"
"0363100012180234","1675"
"0363100012180462","1873"
"0363100012181033","1816"
"0363100012182576","1659"
"0363100012250982","1662"
"0363100012168331","1721"
"0363100012171124","1760"
"0363100012175035","1905"
"0363100012175503","1905"
"0363100012175749","1735"
"0363100012176072","1727"
"0363100012177088","1723"
"0363100012177103","1722"
"0363100012178213","1905"
"0363100012178825","1905"
"0363100012179478","1765"
"0363100012180073","1741"
"0363100012180905","1845"
"0363100012180935","1905"
"0363100012170842","1854"
"0363100012171165","1829"
"0363100012171206","1496"
"0363100012171293","1898"
"0363100012175634","1672"
"0363100012177600","1750"
"0363100012177867","1905"
"0363100012178209","1992"
"0363100012178697","1980"
"0363100012180464","1890"
"0363100012181115","1960"
"0363100012244423","2014"
"0363100012246213","2017"
"0363100012168391","1713"
"0363100012169154","1670"
"0363100012169746","1738"
"0363100012175169","1669"
"0363100012177676","1720"
"0363100012177814","1956"
"0363100012178109","1005"
"0363100012178795","1739"
"0363100012180339","1635"
"0363100012182357","1905"
"0363100012182451","1984"
"0363100012182627","1691"
"0363100012182645","1960"
"0363100012185780","1705"
"0363100012249128","2018"
"0363100012571049","1851"
"0363100012170353","1902"
"0363100012171840","1984"
"0363100012175596","1739"
"0363100012175726","1005"
"0363100012178797","1764"
"0363100012178977","1005"
"0363100012179346","2000"
"0363100012167507","1755"
"0363100012168054","1711"
"0363100012171547","1973"
"0363100012175651","1717"
"0363100012175889","1788"
"0363100012178575","1772"
"0363100012178610","1773"
"0363100012181828","1905"
"0363100012181855","1916"
"0363100012182098","1834"
"0363100012182221","1005"
"0363100012182983","1976"
"0363100012183066","1779"
"0363100012169209","1688"
"0363100012169331","1897"
"0363100012170505","1876"
"0363100012171091","1890"
"0363100012171294","1762"
"0363100012171571","1747"
"0363100012176135","1719"
"0363100012178893","1905"
"0363100012181110","1005"
"0363100012181196","1891"
"0363100012181889","1766"
"0363100012182656","1804"
"0363100012168536","1741"
"0363100012170433","1891"
"0363100012175640","1905"
"0363100012178799","1675"
"0363100012179787","1005"
"0363100012180313","1840"
"0363100012181214","1981"
"0363100012181301","1740"
"0363100012181803","1816"
"0363100012181902","1957"
"0363100012165123","1715"
"0363100012171619","1888"
"0363100012171903","1746"
"0363100012175470","1780"
"0363100012175605","1815"
"0363100012175980","1660"
"0363100012178140","1847"
"0363100012178869","1680"
"0363100012178960","1726"
"0363100012179629","1750"
"0363100012182426","1697"
"0363100012164941","1772"
"0363100012165291","1663"
"0363100012171638","1662"
"0363100012175013","1850"
"0363100012175228","1804"
"0363100012175495","1996"
"0363100012175742","1789"
"0363100012178162","1905"
"0363100012180031","1921"
"0363100012180300","1670"
"0363100012180904","1005"
"0363100012181877","1809"
"0363100012183054","1992"
"0363100012185925","1767"
"0363100012571492","1741"
"0363100012164944","2002"
"0363100012164953","1866"
"0363100012169740","1966"
"0363100012176923","1734"
"0363100012176932","1691"
"0363100012178126","1675"
"0363100012178880","1723"
"0363100012181039","1870"
"0363100012181125","1847"
"0363100012182742","1927"
"0363100012183008","1965"
"0363100012168341","2001"
"0363100012168463","1748"
"0363100012171188","1905"
"0363100012171407","1937"
"0363100012175807","1986"
"0363100012176930","1718"
"0363100012177694","1761"
"0363100012181853","1789"
"0363100012247448","2018"
"0363100012169731","1992"
"0363100012176760","1905"
"0363100012177203","1713"
"0363100012179807","1722"
"0363100012181026","1005"
"0363100012182201","1935"
"0363100012182460","1905"
"0363100012175172","1969"
"0363100012175303","1707"
"0363100012175466","1720"
"0363100012175489","1733"
"0363100012175812","1846"
"0363100012176748","1680"
"0363100012177380","1707"
"0363100012177780","1650"
"0363100012177877","1763"
"0363100012178073","1752"
"0363100012178223","1905"
"0363100012180201","1005"
"0363100012181222","1848"
"0363100012182181","1905"
"0363100012182516","1820"
"0363100012169212","1899"
"0363100012171319","1716"
"0363100012175656","1709"
"0363100012176301","1642"
"0363100012177005","1759"
"0363100012177091","1748"
"0363100012177269","1770"
"0363100012178786","1717"
"0363100012178942","1751"
"0363100012180150","1717"
"0363100012181032","1802"
"0363100012182043","2003"
"0363100012253837","1005"
"0363100012571657","1905"
"0363100012167485","1690"
"0363100012167997","1756"
"0363100012171996","1905"
"0363100012175504","1905"
"0363100012175518","1905"
"0363100012175670","1742"
"0363100012176153","1996"
"0363100012176168","1927"
"0363100012178360","1736"
"0363100012179260","1669"
"0363100012181976","1803"
"0363100012182816","1704"
"0363100012571639","1981"
"0363100012171671","1905"
"0363100012171991","1966"
"0363100012175552","1874"
"0363100012177258","1689"
"0363100012178975","1692"
"0363100012180220","1728"
"0363100012181109","1005"
"0363100012182458","1690"
"0363100012182647","1998"
"0363100012182924","1992"
"0363100012170297","1955"
"0363100012175312","1783"
"0363100012175727","1785"
"0363100012179468","1718"
"0363100012180912","1764"
"0363100012182096","1898"
"0363100012182929","1891"
"0363100012183011","1905"
"0363100012183074","1780"
"0363100012571473","1970"
"0363100012168172","1643"
"0363100012170314","2006"
"0363100012170504","1854"
"0363100012171090","1900"
"0363100012171820","1675"
"0363100012176129","1905"
"0363100012178107","1986"
"0363100012178163","1697"
"0363100012178616","1743"
"0363100012178792","1703"
"0363100012178794","1728"
"0363100012179455","1904"
"0363100012181964","1733"
"0363100012182359","1929"
"0363100012571675","1825"
"0363100012165497","1736"
"0363100012171202","1662"
"0363100012171633","1696"
"0363100012172050","1635"
"0363100012178983","1728"
"0363100012182080","1905"
"0363100012182174","1901"
"0363100012182510","1825"
"0363100012165077","1924"
"0363100012167484","1685"
"0363100012167563","1648"
"0363100012170371","2001"
"0363100012171023","1670"
"0363100012175566","1751"
"0363100012175685","1780"
"0363100012177209","1709"
"0363100012178154","1978"
"0363100012178448","1948"
"0363100012179457","1850"
"0363100012180278","1905"
"0363100012182199","1850"
"0363100012182524","1848"
"0363100012251814","2005"
"0363100012169159","1785"
"0363100012175009","1690"
"0363100012175642","1771"
"0363100012175882","1773"
"0363100012177787","1905"
"0363100012180940","1889"
"0363100012181120","1932"
"0363100012181837","1005"
"0363100012251338","2023"
"0363100012168381","1788"
"0363100012170915","1998"
"0363100012171042","1670"
"0363100012171548","1766"
"0363100012171694","1765"
"0363100012175264","1774"
"0363100012176769","1769"
"0363100012178445","1733"
"0363100012178860","1721"
"0363100012179212","1671"
"0363100012180089","1733"
"0363100012181613","1988"
"0363100012571655","1820"
"0363100012170303","1923"
"0363100012171132","1744"
"0363100012171248","1723"
"0363100012171550","1935"
"0363100012176762","1905"
"0363100012178092","1862"
"0363100012178798","1880"
"0363100012178830","1725"
"0363100012178873","1720"
"0363100012182807","1758"
"0363100012185778","1660"
"0363100012165615","1998"
"0363100012175879","1798"
"0363100012177208","1748"
"0363100012178081","1819"
"0363100012178392","1815"
"0363100012178582","1714"
"0363100012178988","1826"
"0363100012179864","1743"
"0363100012182465","1965"
"0363100012182527","1718"
"0363100012571629","1905"
"0363100012168334","1874"
"0363100012171126","1748"
"0363100012171252","1738"
"0363100012171819","1722"
"0363100012178123","2016"
"0363100012178693","1780"
"0363100012179131","1801"
"0363100012179546","1905"
"0363100012181756","1905"
"0363100012182214","1793"
"0363100012182701","1905"
"0363100100091822","2000"
"0363100012165130","1863"
"0363100012167924","1728"
"0363100012167996","1760"
"0363100012168182","1724"
"0363100012171156","1988"
"0363100012171989","1969"
"0363100012175502","1905"
"0363100012178216","1005"
"0363100012179307","1905"
"0363100012180405","1734"
"0363100012181859","1902"
"0363100012182624","1712"
"0363100012182942","1710"
"0363100012571662","1905"
"0363100012165046","1725"
"0363100012171430","1823"
"0363100012171587","1909"
"0363100012175463","1727"
"0363100012175876","1834"
"0363100012177438","1670"
"0363100012178985","1987"
"0363100012180162","1717"
"0363100012181027","1905"
"0363100012182529","1722"
"0363100012182610","1905"
"0363100012254186","2021"
"0363100012171088","1991"
"0363100012171818","1735"
"0363100012175598","1905"
"0363100012177004","1720"
"0363100012177092","1977"
"0363100012178210","1650"
"0363100012182040","1984"
"0363100012182950","1989"
"0363100012165762","1774"
"0363100012170370","1998"
"0363100012171171","1005"
"0363100012175677","1993"
"0363100012177205","1005"
"0363100012178191","1986"
"0363100012178759","1935"
"0363100012179287","1716"
"0363100012179853","1005"
"0363100012181200","1932"
"0363100012181862","1765"
"0363100012182493","1892"
"0363100012182517","1863"
"0363100012571503","1696"
"0363100012165554","1984"
"0363100012175156","1905"
"0363100012177775","1905"
"0363100012178110","1932"
"0363100012178661","1650"
"0363100012181122","1005"
"0363100012181874","1939"
"0363100012182319","1768"
"0363100012182356","1777"
"0363100012182739","1889"
"0363100012167509","1808"
"0363100012167900","1680"
"0363100012168338","1673"
"0363100012175157","1905"
"0363100012179940","1758"
"0363100012254457","2022"
"0363100012167551","1650"
"0363100012167570","1694"
"0363100012169281","1733"
"0363100012170440","1885"
"0363100012171406","1835"
"0363100012178108","1989"
"0363100012178761","1005"
"0363100012178898","1986"
"0363100012179402","1738"
"0363100012179530","1756"
"0363100012180232","1712"
"0363100012180408","1760"
"0363100012181107","1005"
"0363100012182185","1957"
"0363100012167979","1912"
"0363100012168324","1923"
"0363100012171831","1905"
"0363100012175165","1951"
"0363100012175257","1757"
"0363100012175604","1900"
"0363100012177085","1715"
"0363100012177087","1005"
"0363100012177626","1986"
"0363100012177776","1709"
"0363100012178134","1690"
"0363100012178614","1862"
"0363100012179538","1688"
"0363100012182225","1700"
"0363100012182323","1765"
"0363100012183088","1854"
"0363100012171296","1748"
"0363100012171316","1905"
"0363100012171636","1662"
"0363100012171993","1974"
"0363100012175032","1606"
"0363100012176085","1754"
"0363100012178129","1905"
"0363100012178679","1739"
"0363100012180196","1686"
"0363100012181453","1866"
"0363100012182032","1905"
"0363100012253809","1905"
"0363100012170421","1905"
"0363100012170623","2006"
"0363100012171419","1905"
"0363100012175469","1880"
"0363100012175955","1751"
"0363100012176924","1792"
"0363100012178385","1727"
"0363100012178943","1005"
"0363100012179396","1739"
"0363100012182182","1905"
